login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
aba,171-6871639-6089163,491995454612,tt/d66596551,NORMAL,5,881.41,,FR,FR,FR,GMAIL.COM,10.80.255.146,CC,"23,107",1,1,4,1,2,Revolut,UNAXnIaqW2Yw/HP3oOw7EQ==,FR,--,,51100,3,34.51604,457.307834,2024-10-30 09:49:49.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,291cdcf0fe486ba4283b682e52a3aae6,2024-11-07 00:00:00.000
abd,404-6647052-5141906,817019314812,tt/d66596551,NORMAL,35691,2205.49,LT,FR,FR,FR,GMAIL.COM,89.38.44.103,CC,107,1,0,1,0,2,,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,,33130,6,13.75787,19.788287,2024-11-06 17:25:49.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,20a9023746046ebf0f58aba2db285ae5,2024-11-07 00:00:00.000
abb,405-5223947-5456302,604740079412,tt/d66596551,NORMAL,5,1172.49,,FR,FR,FR,,10.81.94.219,CC,147,1,0,4,1,1,Societe Generale S.A.,lLCErTZiDXmAntGmMKT7GQ==,FR,--,,03000,38,122.759337,286.646038,2024-11-04 14:29:08.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,601455b2b5374d4714f14251b5f02401,2024-11-07 00:00:00.000
abc,407-3616394-0369133,831278738812,tt/d66596551,NORMAL,5,881.65,,FR,,FR,GMAIL.COM,10.91.34.174,Installments,107,1,1,1,1,1,,uu6F3n3m/nqbWxvoeXRF4w==,FR,--,,62590,30,4.316612,4.316612,2024-11-06 00:37:14.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,64cdd6d7f9fb8d135b16c24f1609a77a,2024-11-07 00:00:00.000
aba,171-4154187-1501138,368352801402,tt/d66596551,NORMAL,5,1117.53,,FR,FR,FR,GMAIL.COM,10.91.14.184,CC,"23,107,147",1,1,4,1,3,,ai7beV6OV414S+7iZYSGSQ==,US,--,,38260,50,5.826819,1173.969967,2024-10-30 18:14:09.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,884df991d3b57c36043dafa155934a36,2024-11-07 00:00:00.000
abd,407-9640921-0960313,24012703312,tt/d66596551,NORMAL,5,1506.96,FR,FR,FR,FR,GMAIL.COM,2a01:cb14:8917:ee00:997e:f118:b859:a6b0,CC,"23,60,107,121,147,193,198,201,309,469",1,0,4,1,25,Credit Agricole S.A.,,FR,NOR,,63540,50,415.209931,971.317072,2024-10-29 22:02:17.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,90866a81f9bb13216569925f8e12a635,2024-11-07 00:00:00.000
abb,407-6183956-5791504,317880242312,tt/d66596551,NORMAL,5,873.71,,FR,,FR,GMAIL.COM,10.80.188.228,Installments,107,1,1,4,1,1,,,FR,--,,84300,50,19.031095,321.755169,2024-10-30 15:07:23.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,48ef5043c15999c9ec5bfda17c17f866,2024-11-07 00:00:00.000
abc,404-0903887-1665122,308648857812,tt/d66596551,NORMAL,5,875.4,FR,FR,FR,FR,,88.170.88.166,CC,107,1,0,4,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,FR,IDF,,86200,27,96.918947,886.954838,2024-10-28 17:57:01.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,39ac53f58ca14633a52ac7fff368dfc6,2024-11-07 00:00:00.000
aba,408-4339536-8021916,17341891912,tt/d66596551,NORMAL,5,1336.89,FR,FR,,FR,GMAIL.COM,2a01:0e0a:014a:0c70:4513:cb19:d9c4:d130,Installments,107,1,0,4,0,1,,+GYIPNz+bJAnKISSeAhlFA==,FR,IDF,,74940,27,7.920278,2394.001759,2024-10-31 03:19:52.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,af9f42e30b6bb180a6eb25ab5a19a31d,2024-11-07 00:00:00.000
abd,171-9520422-1190713,436576134612,tt/d66596551,NORMAL,5,507.91,,FR,,FR,ICLOUD.COM,10.90.161.41,Installments,364,1,1,4,1,1,,8xS+Wkoa2T4fbW3HbidAYg==,FR,--,,74100,14,26.375186,601.448045,2024-11-02 00:15:28.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,1cce35fc9676bb12e5c76826501d11b7,2024-11-07 00:00:00.000
abb,403-9895623-0618750,53926342612,tt/d66596551,NORMAL,5,1113.62,FR,FR,FR,FR,YAHOO.COM,2001:0861:3885:0ee0:a0b9:2b14:d118:f577,CC,107,1,1,4,1,1,,kf/oIFCm+bk+5QYCox65Qg==,FR,IDF,,94240,37,6.221285,1675.850683,2024-11-05 00:11:23.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,ce2ce9c488bdc6453182ae7ef693868f,2024-11-07 00:00:00.000
abc,404-4286013-6529169,776690465912,tt/d66596551,NORMAL,5,1131.2,TZ,FR,,FR,ICLOUD.COM,154.66.226.54,Installments,107,1,0,4,1,1,,b6LfH6t11DSmXFZQCfJgIQ==,FR,--,FRANCE,77200,2,15.676586,60.819572,2024-11-02 11:18:14.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,3bcc1b6e1ed16f9c82bd1523b8c96485,2024-11-07 00:00:00.000
aba,406-7162273-0837112,295522541212,tt/d66596551,NORMAL,5,3021.03,,FR,FR,FR,GMAIL.COM,10.80.255.146,CC,"63,107",1,0,4,1,3,,mEM3aKMh8r8AWipdphFlVg==,FR,--,,92100,39,169.22736,169.22736,2024-11-06 01:19:27.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,70,,,,,c81248c457fa91f4b850d3dedbbb82d5,2024-11-07 00:00:00.000
abd,171-7586415-5781165,17351734025,tt/d66596551,NORMAL,5,2774.77,,FR,FR,FR,ICLOUD.COM,10.81.5.82,CC,"107,147",1,1,4,1,4,,LKtiPyQKFmN3KAZjFEIn9w==,FR,--,ISRE,38300,9,299.961188,299.961188,2024-11-05 14:44:38.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,b69399659d5762cdd3afc0d4ea50f9e8,2024-11-07 00:00:00.000
abb,407-8419153-4902768,103335345612,tt/d66596551,NORMAL,5,1132.25,,FR,,FR,GMAIL.COM,10.90.56.100,GC,107,1,0,4,1,1,,uu6F3n3m/nqbWxvoeXRF4w==,FR,--,,77500,33,3.45652,815.87402,2024-10-29 12:18:23.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,76,,,,,90a152dbba0ee64eddfdd01560fffd80,2024-11-07 00:00:00.000
abc,171-9239521-5920354,733097617712,tt/d66596551,NORMAL,5,283.71,,FR,FR,FR,GMAIL.COM,10.90.161.41,CC,"21,193,201,421",1,0,4,1,14,,CvjdAOomsC/XhktAmogwow==,FR,--,,06000,19,21.096986,133.812136,2024-10-28 11:51:55.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,9634cf938af624dd76dcfd029dfbcad5,2024-11-07 00:00:00.000
aba,402-7677775-8924307,38910484312,tt/d66596551,NORMAL,5,1010.35,,FR,FR,FR,HOTMAIL.COM,10.90.184.22,CC,107,1,0,4,1,1,LA BANQUE POSTALE,5wmcv3M2keSkRh9QNH30MA==,FR,--,,87100,12,6.739305,2154.055023,2024-10-28 11:48:15.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,5363c213005add09e404d6399a138720,2024-11-07 00:00:00.000
abd,406-0568747-8437938,372824547812,tt/d66596551,NORMAL,5,1113.64,FR,FR,,FR,,37.165.33.75,Installments,107,1,1,4,1,1,,lNvDXdwnCKAmZIygZ4uG1Q==,FR,IDF,,95130,50,3.180718,169.167743,2024-11-06 00:35:15.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,4b9d2515434108268adc72df815a0db4,2024-11-07 00:00:00.000
abb,405-8732043-8521124,425503945512,tt/d66596551,NORMAL,5,259.67,,BE,BE,BE,OUTLOOK.COM,10.90.32.207,CC,79,1,1,4,1,1,Klarna,Rh1WPOmOUFMSwB/A+xS2FQ==,BE,--,HAINAUT,7080,8,35.121169,602.917801,2024-10-30 09:33:07.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,29cf8478510a677ac150b199d22fe1d6,2024-11-07 00:00:00.000
abc,408-2562645-9747539,57784719912,tt/d66596551,NORMAL,5,1459.36,FR,FR,FR,FR,ICLOUD.COM,2a01:0e0a:0998:90b0:1107:55f0:adec:6e42,CC,107,1,1,4,1,1,,DU773PjavMzeF70guFLO0w==,FR,IDF,,95190,30,23.79331,477.594525,2024-11-01 09:19:48.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,4232f20ed109e357faeada914d9db597,2024-11-07 00:00:00.000
aba,402-7685461-3181934,36098216112,tt/d66596551,NORMAL,5,1292.89,,FR,FR,FR,GMAIL.COM,10.80.247.219,"CC,GC","23,107",1,0,4,1,3,LA_BANQUE_POSTALE,TnQI6eX+Ph4pJbpandsdLA==,FR,--,,78800,50,17.85527,1035.931589,2024-11-06 17:37:08.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,80,,,,,fd20611e3918de419da039efc34e756a,2024-11-07 00:00:00.000
abd,407-6599847-8157966,700697743912,tt/d66596551,NORMAL,5,1123.46,,FR,FR,FR,,10.91.37.54,CC,107,1,1,4,1,1,,SE+UcLhxHSh1HJgaTQdrPQ==,FR,--,,77420,9,16.95407,136.041836,2024-11-06 10:10:32.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,c249dd9b04373bd26b059d24059cd96b,2024-11-07 00:00:00.000
abb,408-0043630-8416322,821640485412,tt/d66596551,NORMAL,5,626.15,,FR,FR,FR,GMAIL.COM,10.90.186.224,CC,"107,147",1,1,1,1,2,NATIXIS,B+ItDmegfwjSslce2fwMdw==,FR,--,,25000,48,8.581446,8.581446,2024-11-03 01:55:00.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,3bde6d0845f98f2a46cc8a828d94633b,2024-11-07 00:00:00.000
abc,404-8716705-3220337,410278737302,tt/d76863282,NORMAL,35691,516.05,,IT,IT,IT,GMAIL.COM,10.89.150.39,CC,147,1,0,1,1,1,BANCO FINECO,PyWpvRkm5WoKLPPCY3s1UQ==,UNKNOWN,--,PZ,85100,6,32.129575,32.129575,2024-11-05 12:15:12.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,1b730f6949fc639025191a6a89a8000f,2024-11-07 00:00:00.000
aba,406-0246472-8085169,829028507412,tt/d76863282,NORMAL,35691,708.47,,IT,IT,IT,GMAIL.COM,10.80.255.146,CC,147,1,0,1,1,2,PostePay,l7UlDgq36E5/Fx39dy8HdQ==,IT,--,TERAMO,64025,2,0.0,0.0,2024-10-29 14:13:20.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,71ead53c5aa94695e289bdad1f7fc7a0,2024-11-07 00:00:00.000
abd,403-4308463-4423549,816636184712,tt/d76863282,NORMAL,35691,637.87,IT,IT,IT,IT,ICLOUD.COM,95.245.246.3,CC,"201,421",1,1,1,1,2,,clQ38KssE5AHnMPZEoxKvQ==,IT,--,,31044,25,17.886505,17.886505,2024-11-01 16:16:20.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,3918c779fc9a73c1a21c4dfba861ccd0,2024-11-07 00:00:00.000
abb,403-2067087-3129135,833412460512,tt/d76863282,NORMAL,35691,426.91,IT,IT,DE,IT,GMAIL.COM,79.46.124.134,CC,147,1,1,1,1,1,,PyWpvRkm5WoKLPPCY3s1UQ==,IT,--,SIENA,53100,8,0.0,0.0,2024-11-04 17:29:04.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,95b00a931f90bb7169396e893ee2cdac,2024-11-07 00:00:00.000
abc,407-2529416-6660330,806207306612,tt/d76863282,NORMAL,35691,801.26,,IT,IT,IT,GMAIL.COM,10.80.188.228,CC,107,1,1,1,1,1,BANCA_POPOLARE_DI_MILANO,Hguy+a38+NzM6G+h4SEVyg==,IT,--,MI,20148,50,7.985515,35.942657,2024-11-05 15:30:42.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,f96c95ecd78d08511f73916e64b3dd13,2024-11-07 00:00:00.000
aba,403-1949555-7749943,834633889612,tt/d76863282,NORMAL,35691,1782.6,IT,IT,IT,IT,GMAIL.COM,176.32.28.128,CC,107,1,1,1,0,1,UNICREDIT SPA,e1TgDxM4oo7+9qmg50rxmA==,IT,--,FERMO,63821,9,0.0,0.0,2024-11-06 17:50:38.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,ff421badebc975ac2cc9b8b814d4e1f0,2024-11-07 00:00:00.000
abd,404-6261727-7325136,665173539012,tt/d76863282,NORMAL,35691,1327.11,,IT,IT,IT,,10.88.232.184,CC,107,1,1,1,1,1,DEUTSCHE BANK S.P.A.,goOPOvli9WbPXHbhCdcKXQ==,IT,--,GNOVA,16149,19,0.0,0.0,2024-11-05 16:52:16.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,8e6b26d30f087503842c64950ac44e53,2024-11-07 00:00:00.000
abb,408-0089550-4527511,810308932612,tt/d76863282,NORMAL,35691,1108.91,,IT,,IT,GMAIL.COM,10.81.104.184,GC,107,1,0,1,1,1,,,IT,--,BENEVENTO,82100,50,5.838527,5.838527,2024-11-02 06:57:39.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,7f4bd673347a28dc4ed4956348595b03,2024-11-07 00:00:00.000
abc,408-9925753-6149110,833860123212,tt/d76863282,NORMAL,35691,697.86,IT,IT,IT,IT,,151.47.151.152,CC,"23,147",1,0,1,1,2,Banca Nazionale del Lavoro S.P.A. - Bnl,Gu9nadvkAQ0CpbEA8ZzgRw==,IT,--,VR,37122,5,0.0,0.0,2024-11-05 10:00:51.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,7bf560517d10209df9db89f356f414cb,2024-11-07 00:00:00.000
aba,407-0714887-9673949,823938300112,tt/d76863282,NORMAL,35691,1218.44,IT,IT,IT,IT,NOWDIPLOMA.COM,79.10.172.202,CC,107,1,1,1,1,1,,wcsisB8aioEWBvOp7sh+Rw==,IT,--,MILANO,20139,5,8.812257,8.812257,2024-10-31 08:45:50.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,72ddef7e2a98df71dff3c7831d403229,2024-11-07 00:00:00.000
abd,202-9083461-7447514,834530786512,tt/d94351206,NORMAL,3,518.14,,GB,GB,GB,MYYAHOO.COM,10.88.91.136,CC,"121,194,199,201,325,540,541,543",0,1,3,1,113,Revolut,RWpfsrMFyEf4wOW8+gizAg==,GB,--,,SO19 9ND,17,0.169978,0.169978,2024-11-06 17:14:24.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,61286047abaf6d4c9d581ebf72366e33,2024-11-07 00:00:00.000
abb,403-3500233-7589903,832989832112,tt/d97138505,NORMAL,5,1117.25,,FR,FR,FR,GMAIL.COM,10.90.53.10,CC,107,1,1,1,1,1,Credit Agricole S.A.,FSu19utUP2an5xSX6kLqQw==,FR,--,,95140,2,0.0,0.0,2024-11-05 09:08:21.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,b6698c30d1766faa4829387f7c38253d,2024-11-07 00:00:00.000
abc,406-9648622-1293155,830095974912,tt/d97138505,NORMAL,5,2461.17,,FR,FR,FR,GMAIL.COM,10.80.179.220,CC,107,1,1,1,1,2,,5OpFMB1Dwps1kUZR00Fpzw==,FR,--,,93240,2,1.016344,1.016344,2024-11-01 07:39:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,9af6626922475dbb9fd5ec76cfe495c4,2024-11-07 00:00:00.000
aba,404-9443507-2690734,834069486412,tt/d97138505,NORMAL,5,884.37,,FR,FR,FR,ICLOUD.COM,10.89.72.127,CC,107,1,0,1,1,1,Credit Agricole S.A.,SE+UcLhxHSh1HJgaTQdrPQ==,FR,--,,77400,3,0.0,0.0,2024-11-05 18:29:39.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,0977f9706f9f2843a764d328ed58dd9c,2024-11-07 00:00:00.000
abd,303-7687489-1672317,822396493412,tt/d98426315,NORMAL,4,709.86,CZ,CZ,CZ,CZ,GMAIL.COM,91.239.220.109,CC,107,1,0,8,1,1,TELLER A.S.,tRiXAYZntqmeYrs8m2RyZg==,DE,--,,11000,7,0.0,0.0,2024-10-28 13:11:01.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,79,,,,,c03975c88c5e5480ff5d46025e7bbd14,2024-11-07 00:00:00.000
abb,303-3895783-6935511,71545876012,tt/d98426315,NORMAL,4,1242.07,DE,NL,NL,NL,GMAIL.COM,62.217.53.106,CC,107,1,0,4,1,2,ING Bank N.V.,GJ1waSJ/BB9vdwV/IwK8MQ==,DE,NW,,6412AH,50,48.698854,1609.02515,2024-11-05 14:59:46.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,84,,,,,ed6cf52858ead1eafd59e927452e367b,2024-11-07 00:00:00.000
abc,302-1762140-4993149,428430920212,tt/d98426315,NORMAL,4,1101.66,DE,DE,DE,DE,KAEDTLER.DE,2003:00dd:7f3d:af00:24d6:c70b:af82:a1e6,CC,107,1,1,4,1,1,,UAZy0XVa822fM5FrqD4B3w==,DE,HE,ORANIENBURG,16515,50,0.847454,632.022419,2024-11-06 21:56:28.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,84,,,,,9f11a8e1439bdd766d0da88a5598fd5b,2024-11-07 00:00:00.000
aba,302-7046636-7609115,796896480212,tt/d98426315,NORMAL,4,1388.99,,DE,IT,DE,GMAIL.COM,10.88.91.136,CC,263,1,1,8,1,1,,LW1utFlr8WOQk/1u1lvgEw==,DE,--,,59077,27,7.597462,34.223387,2024-10-31 12:32:57.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,76cd3d998b80a18225859382c13ecc66,2024-11-07 00:00:00.000
abd,305-4750596-4875533,536614164302,tt/d98426315,NORMAL,4,1129.97,,DE,TR,DE,,10.80.188.228,CC,"23,107",1,0,4,1,3,Ziraat Bankası,lNvDXdwnCKAmZIygZ4uG1Q==,CA,--,,40235,50,9.684289,357.699925,2024-11-05 11:46:15.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,45deaf78b3288e868dd0e65098269913,2024-11-07 00:00:00.000
abb,028-3689993-7876334,818549783612,tt/d98426315,NORMAL,4,836.9,,HK,HK,HK,GMAIL.COM,10.88.152.83,CC,107,1,0,8,1,1,The Hongkong and Shanghai Banking Corporation Limited,O7m+jgMuuHoIqyrTl09qfw==,DE,--,,,50,0.0,0.0,2024-11-05 10:25:23.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,348805b86908c74f434b5dd891e9340b,2024-11-07 00:00:00.000
abc,028-7110696-0752330,797963102912,tt/d98426315,NORMAL,4,1109.41,EE,EE,EE,EE,GMAIL.COM,2a00:16e0:1012:c67d:7d2c:3ae6:bf07:90fa,CC,107,1,0,8,1,1,Revolut,/S3FegIzXKzq9Ly/xROaeA==,DE,--,IDAVIRUMAA,20306,16,11.088333,38.66397,2024-10-31 14:05:32.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,7f4d12bea68db839e70f857b6dba6d06,2024-11-07 00:00:00.000
aba,302-6450348-8332369,81016071912,tt/d98426315,NORMAL,4,1112.29,,TR,TR,DE,GMAIL.COM,10.91.66.189,CC,107,1,1,4,1,1,Halk Bankası,E3e7GdbDsGdDm5VK/Mh2bw==,TR,--,,79110,50,1.749358,853.7943,2024-10-31 13:24:00.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,86,,,,,0f0c5ecef44ed0bc339114991250d973,2024-11-07 00:00:00.000
abd,305-1181573-9046721,917164790902,tt/d98426315,NORMAL,4,1150.5,LT,LT,LT,LT,OUTLOOK.COM,84.15.149.141,CC,107,1,0,8,1,2,,mEM3aKMh8r8AWipdphFlVg==,US,--,VILNIUS,14257,17,4.098623,10.054792,2024-11-04 17:24:18.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,49473d2479f9d5614277fa986dcfdba0,2024-11-07 00:00:00.000
abb,028-6475527-4971543,785906545112,tt/d98426315,NORMAL,4,259.5,,DE,UA,DE,GMAIL.COM,10.80.194.88,CC,23,1,1,8,1,2,,ktIyLl/u4KHK8/CI3TbgXg==,DE,--,,64572,27,10.165273,12.221373,2024-11-04 12:04:34.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,77893d61a6d0339dc2b4a22df5787efe,2024-11-07 00:00:00.000
abc,028-9290453-2945133,253894660112,tt/d98426315,NORMAL,4,1152.83,,DE,DE,DE,GMAIL.COM,10.90.112.132,"CC,GC","107,147,201",1,0,4,1,5,,gZLifEEPI23tv2L0pBU5WA==,DE,--,,22605,23,5.649395,705.615842,2024-11-03 23:01:19.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,86c3317a4c62a749d912e60faffea716,2024-11-07 00:00:00.000
aba,406-4840334-9034726,831548311712,tt/d98426315,NORMAL,704403121,1555.1,,SE,SE,SE,GMAIL.COM,10.89.168.4,CC,"23,107",1,0,3,1,3,,JnpXM7FZD1UGxSb7Xxu6Og==,SE,--,,11238,4,0.0,0.0,2024-11-02 01:45:49.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,f1efb12521bcea66a2fa03cf5f3d24d1,2024-11-07 00:00:00.000
abd,028-7794048-0298758,395647428512,tt/d98426315,NORMAL,4,213.93,DE,DE,DE,DE,ICLOUD.COM,95.88.217.96,CC,63,1,0,4,1,1,,cULeZeDf39qWr4cUZGVVJA==,DE,HE,RHEINLANDPFALZ,67454,50,0.0,531.955984,2024-11-02 17:32:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,83,,,,,a1c9d937cf12546f857139c38cc4acfe,2024-11-07 00:00:00.000
abb,028-7954746-5117164,10683846125,tt/d98426315,NORMAL,4,978.65,,DE,QZ,DE,GMAIL.COM,10.91.14.184,CC,147,1,0,4,1,1,,,DE,--,,77731,50,313.477743,1670.656759,2024-11-06 10:50:46.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,aa8a1ccb5d8372e8c4020d14965e185f,2024-11-07 00:00:00.000
abc,306-8359551-9615560,828405967112,tt/d98426315,NORMAL,4,431.68,PT,PT,PT,PT,OUTLOOK.PT,79.169.95.228,CC,147,1,0,8,1,1,Revolut,E3e7GdbDsGdDm5VK/Mh2bw==,DE,--,GUIMARES,4815-270,11,0.0,0.0,2024-11-04 15:26:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,7495daa496e51b334b953057f6fde8dd,2024-11-07 00:00:00.000
aba,028-1151471-3305113,23030590712,tt/d98426315,NORMAL,4,208.98,,DE,DE,DE,GMAIL.COM,10.90.186.224,CC,147,1,1,4,1,2,Klarna,xlVwt4UGrH1hgTh87rU5Ig==,DE,--,,46509,50,32.038646,1914.730973,2024-10-29 14:23:59.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,28df5917c5120ffb0f7d98e55479571f,2024-11-07 00:00:00.000
abd,306-1967640-6591558,45577756912,tt/d98426315,NORMAL,4,2379.94,,FR,FR,FR,GMAIL.COM,10.81.104.184,CC,107,1,0,4,1,2,,0qwFkJI1d0OcyOTiyOzMxw==,FR,--,,93300,24,386.967956,519.102863,2024-11-04 16:24:13.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,e9036a9ed490231cd4e7e70530bfb287,2024-11-07 00:00:00.000
abb,304-3724909-5257923,825587317912,tt/d98426315,NORMAL,4,3292.23,,NL,,NL,GMAIL.COM,10.91.68.36,iDEAL,107,1,0,1,1,3,,eObgWcqjc7QGDB7MseE6tQ==,DE,--,ZUIDHOLLAND,2987CC,13,0.0,0.0,2024-10-29 01:09:46.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,cdf0d3ed33a27596fbd0b4368387d4a8,2024-11-07 00:00:00.000
abc,302-8388731-7816323,834003942512,tt/d98426315,NORMAL,4,1190.6,,DE,,DE,GMAIL.COM,10.91.68.36,DD,107,1,0,1,1,1,,eObgWcqjc7QGDB7MseE6tQ==,DE,--,,45968,2,0.0,0.0,2024-11-05 14:18:39.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,0f3d0ab24c7b1e0001713d8f375068f3,2024-11-07 00:00:00.000
aba,305-2353576-5187519,813353427312,tt/d98426315,NORMAL,4,314.87,,EG,,EG,GMAIL.COM,10.90.53.10,GC,147,1,0,1,1,1,,XiFAO3n4gJeaYBjMfiyOKw==,DE,--,CAIRO,,42,11.590168,11.590168,2024-11-05 02:54:04.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,0a0795a619dc376cbd72eddde5aa5a7f,2024-11-07 00:00:00.000
abd,403-9484229-6116351,832017194212,tt/d98426315,NORMAL,679831071,807.15,BE,BE,,BE,DERUTECH.BE,2a02:1811:c520:0f00:6024:6959:aa76:5cf8,Bancontact,79,1,0,3,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,BE,BRU,,8800,2,0.0,0.0,2024-11-02 12:39:16.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,82b18dc6bddae8bb6e6913b354bd4961,2024-11-07 00:00:00.000
abb,303-0742359-0665907,770268275712,tt/d98426315,NORMAL,4,696.26,,DE,DE,DE,ICLOUD.COM,10.91.54.99,CC,107,1,1,8,1,1,ING-Diba AG,0WTQ486StaRfh8jw9xyJaw==,DE,--,,81827,41,5.055351,73.823869,2024-11-04 11:48:05.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,3f38a14389b3c9f3dcff40f138327ef5,2024-11-07 00:00:00.000
abc,304-3773357-2106762,781228546412,tt/d98426315,NORMAL,4,209.45,,DE,DE,DE,,10.89.173.212,CC,147,1,1,8,1,1,,RHYhS/Eyljy5bLv+pZ96bA==,DE,--,,38723,6,2.236374,24.183805,2024-11-01 21:37:20.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,41729c6bf88b883046057a2251cf3d66,2024-11-07 00:00:00.000
